Order_Batch_ID,Date,Month,Day,City,Cuisine,Order_Channel,Weather,Orders,Average_Order_Value,Revenue,Marketing_Spend,Discounts,Avg_Delivery_Minutes,Customer_Rating,Repeat_Customer_Percent
FD0195,2025-04-09,April,Wednesday,Bengaluru,South Indian,Partner Platform,Rainy,146,347.9,46609.67,19136.1,2261.21,43.4,4.13,35.7
FD0196,2025-03-21,March,Friday,Mumbai,Healthy,App,Clear,139,502.41,67836.95,31360.62,8791.88,32.9,4.32,43.6
FD0197,2025-08-06,August,Wednesday,Kochi,Biryani,App,Clear,116,469.82,52925.78,26576.15,3242.45,27.8,4.39,40.8
FD0198,2025-06-18,June,Wednesday,Bengaluru,Chinese,App,Clear,159,430.24,68055.14,36074.81,8268.35,27.1,4.66,46.8
FD0199,2025-08-18,August,Monday,Mumbai,Fast Food,App,Rainy,163,336.22,53462.19,18500.97,3182.48,40.6,4.14,37.5
FD0200,2025-04-23,April,Wednesday,Delhi,South Indian,Website,Rainy,156,343.85,58754.57,24604.8,2764.65,40.4,4.17,36.6
FD0201,2025-04-15,April,Tuesday,Mumbai,Biryani,App,Clear,164,415.67,68237.01,20838.61,4973.34,34.9,4.19,37.7
FD0202,2025-08-11,August,Monday,Delhi,Biryani,Website,Cloudy,163,460.04,76978.57,22487.34,4354.24,30.8,4.37,41.3
FD0203,2025-07-06,July,Sunday,Mumbai,Healthy,App,Clear,169,477.59,76637.29,29898.67,5882.93,34.4,4.31,43.1
FD0204,2025-07-16,July,Wednesday,Hyderabad,North Indian,Website,Clear,129,425.29,49077.58,25115.46,3478.61,29.0,4.5,37.3
FD0205,2025-07-05,July,Saturday,Delhi,Chinese,Partner Platform,Cloudy,179,411.26,78711.71,22755.76,5363.25,34.3,4.45,37.4
FD0206,2025-08-05,August,Tuesday,Pune,Healthy,Website,Cloudy,133,544.14,73027.75,22379.64,5472.97,35.9,4.21,36.9
FD0207,2025-02-15,February,Saturday,Pune,Fast Food,Website,Rainy,158,333.29,53729.79,18917.9,2592.43,42.2,4.13,37.7
FD0208,2025-08-12,August,Tuesday,Pune,Chinese,Website,Rainy,124,381.02,41924.98,21815.09,3308.57,39.8,4.27,36.5
FD0209,2025-06-21,June,Saturday,Delhi,Chinese,App,Rainy,219,427.48,97099.56,30104.91,10715.11,44.9,4.15,36.4
FD0210,2025-12-05,December,Friday,Hyderabad,Healthy,App,Hot,176,535.78,93757.31,26863.89,4409.01,29.3,4.49,45.5
FD0211,2025-03-07,March,Friday,Delhi,Biryani,Partner Platform,Rainy,125,453.79,59213.81,34600.05,8816.29,42.5,4.12,31.7
FD0212,2025-12-01,December,Monday,Pune,Fast Food,Website,Cloudy,141,366.72,55951.54,25906.26,3255.72,33.0,4.55,39.8
FD0213,2025-07-09,July,Wednesday,Mumbai,Chinese,Partner Platform,Rainy,161,427.45,69220.86,23523.46,4351.95,42.0,4.18,33.4
FD0214,2025-07-07,July,Monday,Jaipur,South Indian,Partner Platform,Cloudy,74,334.89,21402.26,20522.56,1673.16,30.9,4.46,44.5
FD0215,2025-05-11,May,Sunday,Kochi,North Indian,App,Cloudy,158,395.03,61475.03,23295.95,5568.8,30.0,4.45,44.5
FD0216,2025-04-25,April,Friday,Mumbai,Chinese,Website,Rainy,118,328.41,45007.3,19232.32,3311.45,50.1,3.81,24.8
FD0217,2025-03-18,March,Tuesday,Chandigarh,Fast Food,App,Rainy,121,351.79,47316.96,30766.29,6439.68,34.7,4.42,36.0
FD0218,2025-03-27,March,Thursday,Jaipur,Biryani,Website,Cloudy,62,458.9,32483.57,32821.7,6641.0,29.6,4.51,41.1
FD0219,2025-04-06,April,Sunday,Bengaluru,South Indian,Partner Platform,Clear,165,367.11,59467.98,19289.85,4489.95,28.2,4.66,43.2
FD0220,2025-03-02,March,Sunday,Jaipur,Chinese,Partner Platform,Clear,105,423.69,44275.11,30732.97,5874.56,37.4,4.3,38.7
FD0221,2025-07-24,July,Thursday,Delhi,Biryani,Partner Platform,Clear,162,499.41,80870.44,27702.81,4746.6,36.6,4.26,38.1
FD0222,2025-12-25,December,Thursday,Hyderabad,Biryani,App,Cloudy,154,484.07,72176.24,26522.83,5678.36,26.2,4.56,51.0
FD0223,2025-09-16,September,Tuesday,Mumbai,South Indian,Website,Hot,163,347.48,59762.82,36645.41,7499.51,32.6,4.52,40.2
FD0224,2025-03-11,March,Tuesday,Bengaluru,Healthy,App,Clear,179,494.62,80365.01,26463.53,9965.12,34.6,4.29,44.8
FD0225,2025-10-22,October,Wednesday,Jaipur,South Indian,App,Clear,114,357.97,38194.09,23905.0,2967.03,24.3,4.7,45.0
FD0226,2025-01-12,January,Sunday,Chandigarh,North Indian,App,Clear,126,413.23,52967.32,16170.31,3472.06,24.7,4.86,47.3
FD0227,2025-06-24,June,Tuesday,Bengaluru,Biryani,App,Cloudy,165,434.92,71715.53,35197.12,8441.66,37.0,4.19,33.8
FD0228,2025-08-07,August,Thursday,Hyderabad,Chinese,App,Clear,144,363.62,57354.71,31821.32,5138.85,23.3,4.91,51.2
FD0229,2025-07-17,July,Thursday,Jaipur,Healthy,Website,Clear,131,522.31,63983.56,23452.12,4107.79,25.3,4.61,47.4
FD0230,2025-01-19,January,Sunday,Bengaluru,South Indian,App,Rainy,184,373.87,70127.62,19094.35,5911.93,39.6,4.26,36.9
FD0231,2025-04-26,April,Saturday,Bengaluru,Biryani,App,Cloudy,188,466.82,87320.79,23017.01,4674.65,29.3,4.74,47.9
FD0232,2025-02-14,February,Friday,Pune,Healthy,Website,Cloudy,109,533.52,50361.68,19497.91,3537.97,32.1,4.62,47.6
FD0233,2025-06-03,June,Tuesday,Chandigarh,Healthy,Website,Clear,89,468.13,38611.43,37952.03,6922.91,30.6,4.71,44.8
FD0234,2025-02-14,February,Friday,Mumbai,North Indian,App,Rainy,141,379.78,57015.71,19761.84,3988.86,30.8,4.58,50.3
FD0235,2025-04-20,April,Sunday,Hyderabad,Healthy,App,Hot,134,475.69,64441.33,21295.22,4824.82,29.7,4.66,48.2
FD0236,2025-05-05,May,Monday,Delhi,Biryani,App,Rainy,172,474.03,79690.65,20398.39,6247.77,37.6,4.32,37.8
FD0237,2025-05-28,May,Wednesday,Delhi,Biryani,Website,Rainy,158,441.22,69315.17,25378.96,6841.76,44.5,3.99,31.3
FD0238,2025-07-15,July,Tuesday,Hyderabad,Chinese,Website,Clear,130,358.01,48478.79,19807.46,4479.91,37.0,4.35,37.4
FD0239,2025-03-08,March,Saturday,Pune,South Indian,App,Clear,160,331.54,51511.89,28524.19,6086.95,25.6,4.92,54.0
FD0240,2025-09-21,September,Sunday,Mumbai,Chinese,Partner Platform,Rainy,176,426.04,70764.54,38169.94,8663.93,36.1,4.35,36.2
FD0241,2025-12-25,December,Thursday,Delhi,Biryani,App,Cloudy,201,483.09,93682.94,26868.08,6774.5,25.6,4.85,52.0
FD0242,2025-02-24,February,Monday,Hyderabad,Biryani,Partner Platform,Rainy,123,481.48,61284.76,17750.01,3758.34,41.0,4.06,34.0
FD0243,2025-09-09,September,Tuesday,Bengaluru,Biryani,App,Cloudy,198,484.58,95116.0,33369.7,8744.21,32.2,4.49,47.6
FD0244,2025-10-07,October,Tuesday,Pune,Healthy,App,Rainy,161,487.48,79826.92,25511.65,4398.58,32.3,4.5,44.6
FD0245,2025-06-08,June,Sunday,Mumbai,South Indian,Partner Platform,Clear,172,323.49,56207.4,37757.05,8421.24,37.2,4.35,38.3
FD0246,2025-02-08,February,Saturday,Hyderabad,Fast Food,App,Cloudy,155,340.36,56160.91,24346.13,4193.35,25.9,4.66,44.1
FD0247,2025-07-11,July,Friday,Pune,South Indian,App,Clear,121,322.61,37725.7,21888.71,3567.99,29.2,4.18,41.0
FD0248,2025-11-04,November,Tuesday,Hyderabad,Chinese,Website,Clear,158,345.7,55519.84,36241.12,7752.89,35.2,4.37,39.4
FD0249,2025-02-23,February,Sunday,Hyderabad,Fast Food,Partner Platform,Clear,130,245.86,31928.18,23594.81,3070.83,27.0,4.62,43.4
FD0250,2025-12-07,December,Sunday,Pune,Fast Food,App,Rainy,190,317.39,60661.27,26570.11,3401.69,41.6,4.04,33.2
FD0251,2025-08-22,August,Friday,Mumbai,Biryani,App,Clear,161,482.7,80767.84,22739.93,5396.54,29.7,4.75,41.5
FD0252,2025-10-16,October,Thursday,Bengaluru,Chinese,Website,Cloudy,175,401.48,68521.35,25555.1,4799.45,37.0,4.47,40.5
FD0253,2025-02-28,February,Friday,Hyderabad,North Indian,App,Cloudy,91,416.75,40354.79,19317.3,3958.04,30.4,4.54,46.7
FD0254,2025-12-18,December,Thursday,Hyderabad,Biryani,App,Clear,160,461.07,72920.88,29126.56,5491.42,28.2,4.53,40.7
FD0255,2025-01-03,January,Friday,Delhi,Biryani,Website,Clear,142,439.59,70923.09,16235.11,4103.07,36.7,4.32,32.0
FD0256,2025-05-12,May,Monday,Pune,Chinese,App,Rainy,147,405.15,58378.81,23390.56,4984.52,34.6,4.21,40.0
FD0257,2025-06-13,June,Friday,Mumbai,North Indian,App,Clear,148,437.27,64597.58,36973.27,10317.31,27.6,4.58,44.1
FD0258,2025-12-09,December,Tuesday,Kochi,Biryani,Partner Platform,Clear,119,427.59,58040.5,27471.31,3894.45,35.7,4.34,35.7
FD0259,2025-03-23,March,Sunday,Hyderabad,Biryani,App,Rainy,166,504.4,74544.47,35409.28,10203.07,46.5,4.08,39.7
FD0260,2025-06-06,June,Friday,Jaipur,South Indian,App,Clear,119,336.65,44405.21,35771.74,7742.77,31.9,4.51,43.4
FD0261,2025-07-06,July,Sunday,Kochi,Fast Food,App,Cloudy,137,306.25,47588.5,18222.43,4354.2,31.9,4.43,41.3
FD0262,2025-09-23,September,Tuesday,Hyderabad,North Indian,App,Cloudy,142,447.94,59740.64,37277.13,9027.8,31.8,4.47,45.1
FD0263,2025-01-05,January,Sunday,Kochi,North Indian,Website,Cloudy,117,419.96,48166.96,17316.98,4452.69,31.6,4.57,42.1
FD0264,2025-12-10,December,Wednesday,Mumbai,North Indian,Website,Cloudy,173,408.84,77319.31,25185.21,7161.54,35.2,4.37,40.6
FD0265,2025-06-07,June,Saturday,Hyderabad,Fast Food,App,Clear,165,320.2,57755.52,34801.89,8324.16,24.4,4.94,48.1
FD0266,2025-09-09,September,Tuesday,Delhi,Biryani,App,Cloudy,196,384.52,65114.05,39437.29,7980.12,24.1,4.61,50.3
FD0267,2025-01-08,January,Wednesday,Jaipur,North Indian,App,Rainy,101,408.7,44453.22,16155.91,4376.23,30.3,4.54,42.4
FD0268,2025-02-05,February,Wednesday,Hyderabad,Fast Food,Website,Clear,105,298.01,34512.53,21040.8,1610.69,31.4,4.45,38.7
FD0269,2025-06-28,June,Saturday,Chandigarh,South Indian,Website,Cloudy,143,372.23,55644.43,34706.02,7837.07,38.1,4.19,35.1
FD0270,2025-11-21,November,Friday,Bengaluru,North Indian,App,Cloudy,205,433.95,95344.24,39913.71,10059.8,32.9,4.49,42.8
FD0271,2025-10-22,October,Wednesday,Hyderabad,Fast Food,App,Hot,176,279.47,53685.89,23459.48,3460.63,35.4,4.51,42.2
FD0272,2025-12-24,December,Wednesday,Kochi,Healthy,Website,Cloudy,123,483.81,59583.55,27974.2,5024.15,31.1,4.32,37.8
FD0273,2025-12-28,December,Sunday,Jaipur,North Indian,App,Hot,172,452.62,84021.49,31289.45,4662.43,37.8,4.23,41.3
FD0274,2025-11-08,November,Saturday,Bengaluru,Healthy,Partner Platform,Cloudy,233,520.21,121381.98,42224.23,15000.0,33.7,4.41,41.1
FD0275,2025-01-03,January,Friday,Kochi,Chinese,App,Hot,116,380.72,39270.56,18855.32,3746.66,30.5,4.55,44.7
FD0276,2025-10-04,October,Saturday,Pune,Biryani,Partner Platform,Clear,162,430.52,72581.15,29764.2,4153.46,35.1,4.5,41.5
FD0277,2025-08-25,August,Monday,Hyderabad,Biryani,Website,Cloudy,158,426.28,74760.01,20112.23,4080.7,32.4,4.53,43.2
FD0278,2025-04-27,April,Sunday,Mumbai,North Indian,Website,Clear,185,435.4,80907.08,27317.43,4236.04,33.3,4.31,35.0
FD0279,2025-10-09,October,Thursday,Jaipur,Chinese,App,Hot,131,429.24,45724.03,25763.85,2891.35,31.8,4.54,42.1
FD0280,2025-06-21,June,Saturday,Delhi,North Indian,Partner Platform,Hot,173,414.36,70835.02,35357.76,10914.34,31.3,4.47,43.6
FD0281,2025-02-01,February,Saturday,Jaipur,Healthy,App,Rainy,151,506.01,70195.85,15374.33,3739.28,35.8,4.24,36.5
FD0282,2025-08-17,August,Sunday,Delhi,Fast Food,App,Hot,215,371.43,78495.27,22089.8,5029.73,34.8,4.33,40.1
FD0283,2025-03-25,March,Tuesday,Chandigarh,South Indian,Website,Hot,98,358.08,36922.83,29917.14,5703.33,33.5,4.4,33.3
FD0284,2025-08-16,August,Saturday,Kochi,Biryani,Partner Platform,Clear,127,489.71,64057.3,19506.33,3991.39,33.7,4.51,42.5
FD0285,2025-04-03,April,Thursday,Kochi,Fast Food,Website,Cloudy,94,264.95,22756.63,20885.2,1706.38,31.7,4.46,40.1
FD0286,2025-03-23,March,Sunday,Kochi,Healthy,App,Cloudy,137,504.81,64936.32,32754.25,6896.81,34.0,4.39,43.5
FD0287,2025-09-27,September,Saturday,Chandigarh,North Indian,App,Hot,164,436.31,74760.22,37406.35,8212.42,32.6,4.49,42.3
FD0288,2025-04-03,April,Thursday,Mumbai,North Indian,App,Cloudy,151,369.41,51942.25,24019.07,4092.63,35.8,4.38,42.6
FD0289,2025-12-17,December,Wednesday,Jaipur,Healthy,Website,Rainy,120,554.97,71943.92,26838.87,3548.65,42.5,4.0,30.4
FD0290,2025-06-09,June,Monday,Pune,Fast Food,Website,Clear,142,330.15,39249.88,32496.45,6950.76,36.6,4.2,38.0
FD0291,2025-12-26,December,Friday,Bengaluru,North Indian,App,Clear,201,440.5,90336.67,26394.24,8580.73,27.8,4.56,46.3
FD0292,2025-08-05,August,Tuesday,Hyderabad,South Indian,App,Clear,175,328.64,54559.15,22907.36,3649.06,24.7,4.78,53.3
FD0293,2025-10-08,October,Wednesday,Delhi,Healthy,App,Cloudy,180,520.68,88498.03,25152.91,5710.88,29.1,4.64,44.1
FD0294,2025-10-20,October,Monday,Pune,Healthy,App,Rainy,158,511.82,79271.34,22804.08,5899.24,33.5,4.33,41.9
FD0295,2025-09-10,September,Wednesday,Kochi,Chinese,Partner Platform,Rainy,116,391.7,47881.8,37269.32,8403.45,46.5,3.97,31.4
FD0296,2025-07-15,July,Tuesday,Kochi,Fast Food,App,Rainy,115,304.86,35479.18,23744.58,2422.31,33.2,4.49,40.9
FD0297,2025-04-19,April,Saturday,Hyderabad,Fast Food,Partner Platform,Rainy,140,339.33,50608.01,23819.9,3795.61,43.6,4.12,27.9
FD0298,2025-10-26,October,Sunday,Chandigarh,Chinese,App,Cloudy,162,368.9,65469.28,23801.77,5696.38,33.5,4.65,46.2
FD0299,2025-10-25,October,Saturday,Chandigarh,Fast Food,App,Rainy,163,316.28,45951.06,23280.7,3337.71,36.2,4.32,41.2
FD0300,2025-06-04,June,Wednesday,Pune,Chinese,App,Cloudy,109,359.95,35398.05,36087.67,5985.08,25.8,4.71,49.8
FD0301,2025-04-28,April,Monday,Jaipur,Healthy,App,Clear,117,508.2,64897.55,20265.29,5115.45,28.8,4.65,47.2
FD0302,2025-06-14,June,Saturday,Kochi,Healthy,Website,Clear,142,511.85,69920.27,33877.83,9485.83,37.2,4.15,32.0
FD0303,2025-02-10,February,Monday,Delhi,North Indian,Partner Platform,Rainy,135,379.06,57463.0,18499.96,3480.24,39.6,4.16,34.7
FD0304,2025-08-04,August,Monday,Chandigarh,Chinese,Partner Platform,Clear,115,357.85,39148.92,28646.04,3889.38,25.8,4.82,46.8
FD0305,2025-07-18,July,Friday,Jaipur,Fast Food,App,Clear,117,331.9,43121.13,22834.27,3561.16,31.7,4.52,44.0
FD0306,2025-10-03,October,Friday,Jaipur,South Indian,App,Hot,132,373.53,48537.66,25818.91,4012.29,29.3,4.44,43.2
FD0307,2025-07-09,July,Wednesday,Bengaluru,Healthy,App,Clear,194,511.7,96378.21,21972.49,6841.07,30.6,4.53,47.3
FD0308,2025-04-16,April,Wednesday,Mumbai,Fast Food,App,Cloudy,151,333.96,49283.42,20560.7,3802.27,32.6,4.53,44.0
FD0309,2025-08-18,August,Monday,Jaipur,Biryani,App,Clear,107,479.11,54775.96,30141.12,3251.22,25.1,4.78,48.1
FD0310,2025-09-25,September,Thursday,Delhi,Fast Food,App,Clear,215,363.84,74766.02,36978.23,9886.73,32.2,4.65,47.0
FD0311,2025-11-07,November,Friday,Kochi,Biryani,Partner Platform,Cloudy,83,461.52,33480.46,38921.78,6238.94,26.4,4.6,42.3
FD0312,2025-08-15,August,Friday,Bengaluru,Chinese,Website,Rainy,154,364.67,57616.06,21545.62,4400.91,43.5,4.13,31.1
FD0313,2025-05-20,May,Tuesday,Pune,Chinese,App,Clear,101,383.11,39354.94,25328.8,3890.57,23.1,4.76,48.6
FD0314,2025-07-09,July,Wednesday,Kochi,North Indian,Partner Platform,Cloudy,100,483.39,47939.35,19535.33,3454.41,24.9,4.79,49.6
FD0315,2025-12-11,December,Thursday,Jaipur,North Indian,Partner Platform,Rainy,104,452.78,44610.93,30090.71,2358.85,42.5,4.24,33.9
FD0316,2025-06-21,June,Saturday,Delhi,South Indian,App,Clear,190,307.74,53353.74,31470.31,8085.46,31.4,4.44,43.3
FD0317,2025-12-19,December,Friday,Chandigarh,Biryani,Website,Clear,111,486.74,57572.57,28092.28,2856.45,31.9,4.56,40.7
FD0318,2025-04-15,April,Tuesday,Pune,South Indian,App,Clear,118,309.39,33352.13,21441.6,3010.65,32.1,4.56,43.9
FD0319,2025-10-01,October,Wednesday,Delhi,Chinese,Website,Rainy,169,411.59,63085.44,26601.23,4150.27,40.8,4.05,32.4
FD0320,2025-06-05,June,Thursday,Pune,North Indian,App,Clear,146,498.54,75693.77,40014.18,8421.16,22.9,4.61,44.5
FD0321,2025-03-03,March,Monday,Bengaluru,Biryani,App,Hot,147,480.7,66368.23,34736.16,9889.76,26.9,4.64,44.2
FD0322,2025-10-18,October,Saturday,Chandigarh,Healthy,Website,Clear,140,468.87,65475.52,27769.43,5550.61,31.2,4.46,39.4
FD0323,2025-01-09,January,Thursday,Mumbai,Healthy,Partner Platform,Rainy,128,508.69,64023.92,13946.14,4336.41,38.6,4.3,36.8
FD0324,2025-03-23,March,Sunday,Chandigarh,South Indian,Website,Rainy,124,368.9,45951.6,31546.28,7147.15,45.0,4.02,32.2
FD0325,2025-07-07,July,Monday,Bengaluru,North Indian,App,Clear,176,464.99,86215.8,24204.3,6786.37,26.7,4.62,44.3
FD0326,2025-06-04,June,Wednesday,Pune,North Indian,App,Clear,132,449.47,62636.66,35507.15,7487.99,30.7,4.64,46.7
FD0327,2025-03-17,March,Monday,Chandigarh,Healthy,Website,Cloudy,98,525.05,50967.85,32398.56,8446.33,27.5,4.5,40.7
FD0328,2025-12-01,December,Monday,Pune,Chinese,Website,Rainy,141,386.98,53675.78,26087.88,2641.95,47.1,3.96,29.9
FD0329,2025-08-05,August,Tuesday,Hyderabad,South Indian,Partner Platform,Rainy,99,318.32,34953.93,24650.99,1606.7,38.0,4.17,32.7
FD0330,2025-01-14,January,Tuesday,Jaipur,Chinese,Partner Platform,Clear,58,391.44,20902.93,19661.57,1551.44,31.7,4.32,41.0
FD0331,2025-11-10,November,Monday,Kochi,South Indian,Partner Platform,Clear,114,321.36,33810.66,35970.03,7479.03,29.7,4.57,43.8
FD0332,2025-03-20,March,Thursday,Bengaluru,Biryani,Website,Rainy,144,446.75,64244.43,28947.25,8036.81,44.2,4.14,31.9
FD0333,2025-09-25,September,Thursday,Jaipur,Chinese,App,Clear,124,416.74,55575.07,43449.83,8552.85,26.9,4.68,52.3
FD0334,2025-08-22,August,Friday,Jaipur,Healthy,App,Rainy,123,478.32,50661.8,21534.68,4998.74,37.2,4.07,35.9
FD0335,2025-05-03,May,Saturday,Hyderabad,Fast Food,App,Hot,206,310.78,63145.5,22564.18,3607.81,35.4,4.4,40.8
FD0336,2025-05-06,May,Tuesday,Bengaluru,South Indian,App,Hot,176,406.82,70546.15,20193.65,5856.98,28.1,4.45,40.4
FD0337,2025-06-11,June,Wednesday,Kochi,Chinese,App,Clear,123,403.26,52254.15,32014.83,7551.77,28.5,4.69,50.4
FD0338,2025-03-08,March,Saturday,Kochi,Biryani,App,Cloudy,140,486.05,74814.84,26136.52,10076.75,37.5,4.25,38.3
FD0339,2025-11-05,November,Wednesday,Delhi,North Indian,App,Clear,188,449.07,93019.9,39905.44,11717.54,28.4,4.67,46.5
FD0340,2025-06-10,June,Tuesday,Hyderabad,Healthy,App,Clear,177,510.41,94094.34,34895.3,12373.43,29.1,4.67,51.2
FD0341,2025-05-09,May,Friday,Chandigarh,Biryani,App,Cloudy,124,420.75,53923.36,19553.36,2657.48,30.5,4.5,40.6
FD0342,2025-08-10,August,Sunday,Delhi,Fast Food,App,Hot,214,252.29,52107.19,21204.88,3201.92,38.3,4.32,42.6
FD0343,2025-07-02,July,Wednesday,Hyderabad,North Indian,Website,Hot,160,426.2,59851.26,20604.5,3239.22,36.8,4.16,32.4
FD0344,2025-12-25,December,Thursday,Delhi,Healthy,App,Rainy,203,514.67,104436.89,28051.47,5990.7,40.2,4.24,37.9
FD0345,2025-08-16,August,Saturday,Kochi,Fast Food,App,Clear,175,338.5,55922.7,25134.1,4734.26,30.7,4.49,43.5
FD0346,2025-03-28,March,Friday,Jaipur,North Indian,Website,Clear,102,483.98,46166.64,30029.19,5717.94,28.5,4.7,45.0
FD0347,2025-07-10,July,Thursday,Delhi,North Indian,App,Clear,175,416.01,70724.63,23390.08,4624.43,35.1,4.33,42.4
FD0348,2025-02-23,February,Sunday,Hyderabad,Fast Food,App,Cloudy,155,251.66,32198.81,19389.95,3182.41,27.1,4.7,44.0
FD0349,2025-08-25,August,Monday,Kochi,Fast Food,App,Rainy,120,321.91,38314.9,21981.2,2718.7,35.8,4.3,40.6
FD0350,2025-11-15,November,Saturday,Mumbai,Healthy,Website,Clear,200,510.41,107284.59,37019.01,12761.08,32.6,4.19,35.6
FD0351,2025-11-13,November,Thursday,Kochi,Fast Food,App,Cloudy,125,308.73,38168.28,36584.98,7016.77,38.1,4.31,37.4
FD0352,2025-06-26,June,Thursday,Hyderabad,North Indian,Website,Cloudy,129,379.56,48679.72,35860.47,6786.66,30.8,4.54,37.6
FD0353,2025-07-13,July,Sunday,Kochi,Healthy,App,Clear,162,481.31,74723.54,23589.63,4938.55,31.3,4.5,44.3
FD0354,2025-06-28,June,Saturday,Bengaluru,North Indian,App,Hot,212,399.13,82558.93,34329.75,9414.1,28.9,4.62,47.5
FD0355,2025-12-18,December,Thursday,Bengaluru,North Indian,App,Cloudy,210,418.94,90918.33,27613.48,5581.23,31.4,4.58,42.6
FD0356,2025-05-17,May,Saturday,Hyderabad,South Indian,Website,Hot,173,345.7,54617.02,23218.25,3545.94,34.0,4.38,32.7
FD0357,2025-09-19,September,Friday,Jaipur,Chinese,App,Clear,84,368.12,43172.89,36244.79,7910.39,27.6,4.39,42.6
FD0358,2025-04-18,April,Friday,Bengaluru,Biryani,Partner Platform,Rainy,148,431.35,67272.24,18853.98,6147.45,41.1,4.09,30.2
FD0359,2025-11-21,November,Friday,Mumbai,Healthy,App,Clear,179,483.13,88272.94,38950.88,13430.03,30.5,4.64,49.0
FD0360,2025-04-26,April,Saturday,Bengaluru,Healthy,Partner Platform,Cloudy,169,470.32,69884.67,24779.76,6697.65,35.9,4.3,35.8
